sentence	rightVerbs	rightNouns	accessVerbs	accessNouns
If your personal information changes , or if you no longer desire our Services , you may correct , update , delete inaccuracies , or delete your personal information by making the change within your account settings or by contacting us	['correct','update','delete']	NaN	['contact']	['your account settings']
How Can You Correct or Review Your Personal Information	NaN	NaN	NaN	NaN
You can access , review , update and correct Personal Information you have provided us by clicking on the My Profile tab at the top of this page .	['access','review','update','correct']	NaN	['click']	['My Profile tab']
You also have the right to request the deletion of your personal data for any reason by emailing -Email- .	NaN	['the right','deletion']	['email']	['-Email-']
Through your account settings , you may access , and , in some cases , edit or delete the following information you 've provided to us :	['access', 'edit', 'delete']	NaN	NaN	['your account settings']
Rectification : If you believe that any Personal Data we are holding about you is incorrect or incomplete , you can request that we correct or supplement such data by emailing -Email- and explaining the nature of your request .	['correct','supplement']	NaN	['email']	['-Email-']
You can also correct some of this information directly in the Settings section within Amino .	['correct']	NaN	NaN	['the Settings section']
Erasure : You can delete all data associated with your account in the Settings section within Amino , subject to the data retention timeline outlined above .	['delete']	NaN	NaN	['the Settings section']
Or you may request assistance and ask that we erase some or all of your Personal Data from our systems by emailing -Email- .	['erase']	NaN	['email']	['-Email-']
If and to the extent applicable data protection regulation provides so , you have the right to access , rectify and erase	NaN	NaN	NaN	NaN
( 3 ) Right to rectification ( right to the rectification of inaccurate personal data concerning You ) n accordance with Section 10 Privacy Policy ;	NaN	NaN	NaN	NaN
( 4 ) Right to erasure ( right to obtain the erasure of personal data concerning You ) in accordance with Section 10 Privacy Policy ;	NaN	NaN	NaN	NaN
you may have the legal right to contact us to request that we delete your personal data from our system ;	NaN	NaN	NaN	NaN
and you have the legal right to ask us to rectify/correct your personal data .	NaN	NaN	NaN	NaN
You also have the right to correct your data , have your data deleted ,	NaN	NaN	NaN	NaN
You can correct any information you have provided to us by contacting us through support@ngames.mobi	['correct']	NaN	['contact']	['support@ngames.mobi']
You can exercise your rights at any time and ask NOVA GEIMS , OOO for access to , or rectification or erasure of , your information .	NaN	NaN	NaN	NaN
If you wish to delete your contact information that we received from you when you contacted us , please send an e-mail to -Email- and your contact information will be deleted from our database .	['delete']	NaN	['send']	['-Email-']
You can also request that we correct or delete information , provided that we are not required to retain such information by law or for legitimate business purposes. # Rectification Or Erasure Of Personal Data*	NaN	NaN	NaN	NaN
Access , correction or deletion requests regarding your personal information may be submitted to -Email-	NaN	['access','correction','deletion']	['submit']	['-Email-']
You can request that we delete your personal information if you no longer want us to use your information to provide Services to you .	NaN	NaN	NaN	NaN
You can access and modify the information you provided us through your account .	['access', 'modify', 'provide']	NaN	NaN	['your account']
If you would like us to delete your entire account from our system , please contact us via the email address in the end .	['delete']	NaN	['contact']	['the email address']
Changing or Deleting Your Information	NaN	NaN	NaN	NaN
If you are a registered user , you may review , update , correct or delete the Personal Information provided in your registration or account profile by changing your  account settings .	['review', 'delete', 'correct', 'update']	NaN	['change']	['your  account settings']
If your personally identifiable information changes , or if you no longer desire our service , you may update or delete it by making the change on your account settings .	['update', 'delete']	NaN	NaN	['your account settings']
Your rights to access , control , and correct your personal information	NaN	NaN	NaN	NaN
Learn More : Ways you can access , control , and correct your personal information	NaN	NaN	NaN	NaN
We also give you the right to correct , delete , dispute and restrict use of , and access the data we store , as well as other rights guaranteed by the EU laws based on your substantiated request .	NaN	NaN	NaN	NaN
the right to rectification or erasure ,	NaN	NaN	NaN	NaN
Users may request deletion of their accounts at any time .	NaN	NaN	NaN	NaN
If Uber has information about you that you believe is inaccurate , you have the right to request correction of your information .	NaN	NaN	NaN	NaN
Users may requests deletion through the Privacy Settings menu in the Uber app , or via Uber 's website ( riders and delivery recipients here ; drivers and delivery partners here ) .	NaN	['deletion']	NaN	['Privacy Settings menu']
You can also edit the name , phone number and email address associated with your account through the Settings menu in Uber 's apps	['edit']	NaN	NaN	['Settings menu']
You also have the right to correct your data	NaN	NaN	NaN	NaN
have your data deleted	NaN	NaN	NaN	NaN
You have the right to obtain from us without undue delay the rectification of inaccurate Personal data concerning you	NaN	NaN	NaN	NaN
You have the right to obtain from us the erasure of Personal data concerning you without undue delay and we have the obligation to erase Personal data without undue delay in particular where one of the following grounds applies : ( 1 ) the Personal data are no longer necessary , ( 2 ) you withdraw your consent for processing and we have no other legal ground for processing ; ( 3 ) you object for processing and there are no overriding legitimate grounds for the processing .	NaN	NaN	NaN	NaN
Can change your personal information :	NaN	NaN	NaN	NaN
You have the right to access , modify , correct or delete your personal data which we may have collected .	NaN	NaN	NaN	NaN
If you are in the EEA , you have a right to ( subject to a limited number of exceptions ) : ( i ) reques access to and rectification or erasure of your personal information ;	NaN	NaN	NaN	NaN
You can modify your information through your account settings , but we may retain your information on an aggregate , non personally-identifiable basis for bona fide business purposes even if you are no longer a registered user or customer .	['modify']	NaN	NaN	['your account settings']
We reserve the right to access , read , preserve , and disclose any Information that we reasonably believe is necessary to comply with law or court order ;	NaN	NaN	NaN	NaN
Through your account settings for the Service , you may access , edit , or delete Information you  ve provided and your record of interactions with the Service .	['access','edit','delete']	NaN	NaN	['your account settings']
Change or Correct Information : You can edit some of your Information through your account .	['edit']	NaN	NaN	['your account']
You can also ask us to change , update or fix you Information in certain cases , particularly if it  s inaccurate .	NaN	NaN	NaN	NaN
If you wish to delete your account , you can do so by logging into your account or by emailing us using the contact details provided in Section 11 below	['delete']	NaN	['log', 'email']	['your account','contact details']
Such Information and interactions , and your ability to update them , will vary based on the Service .	NaN	NaN	NaN	NaN
Delete Information : You can ask us to erase or delete all or some of your personal data ( e.g. , if it is no longer necessary to provide Services to you ) .	NaN	NaN	NaN	NaN
If the user requests the correction of errors in the personal information , the applicable personal information will not be used or provided until the correction is completed .	NaN	NaN	NaN	NaN
we may delete certain records that contain Personal Information you have submitted through the Services .	NaN	NaN	NaN	NaN
We are under no obligation to store such Personal Information indefinitely and disclaim any liability arising out of , or related to , the destruction of such Personal Information	NaN	NaN	NaN	NaN
Right to request access	NaN	NaN	NaN	NaN
You have the right to have inaccurate personal data rectified , see Article 16 of the GDPR .	NaN	NaN	NaN	NaN
Furthermore , you have the right to have your personal data erased where one of the following grounds applies , see Article 17 of the GDPR :	NaN	NaN	NaN	NaN
correct or update	NaN	NaN	NaN	NaN
If for any reason you are concerned with the way we are using your personal information , or would like to correct or request that we delete such personal information	NaN	NaN	NaN	NaN
You have the right to ask us to replace any inaccurate data about you with accurate data .	NaN	NaN	NaN	NaN
Right to erasure ( deletion )	NaN	NaN	NaN	NaN
You have the right to ask us to completely delete your personal data .	NaN	NaN	NaN	NaN
In order to have your personal data erased ( deleted ) , please , send us a message describing your request through our help service within the Game .	['erase','delete']	NaN	['send']	['our help service']
Please , be informed that we will not erase your Game ID , as we need to keep it for our internal records .	NaN	NaN	NaN	NaN
Furthermore , you have the right to rectify or add your Personal Information if such Personal Information is inaccurate or incomplete .	NaN	NaN	NaN	NaN
You have the right to request that we erase your Personal Information .	NaN	NaN	NaN	NaN
Please note that we will not delete any Personal Information if we are unable to verify that you are their rightful owner	NaN	NaN	NaN	NaN
You can log into your DoubleUGames account at any time if you want to remove it	remove']	NaN	['log']	['your Doubleugames account']
Erasing or Restricting Access to Your Information .	NaN	NaN	NaN	NaN
You may request to delete or restrict access to your personal data .	NaN	NaN	NaN	NaN
We will delete this information immediately if you ask us to .	NaN	NaN	NaN	NaN
delete ( see section 10 below ) or amend your personal data ;	NaN	NaN	NaN	NaN
correct any inaccurate or incomplete personal data we hold on you ; and	NaN	NaN	NaN	NaN
You can delete your Telegram account by proceeding to the deactivation page .	['delete']	NaN	NaN	['the deactivation page']
If you would like to delete your account , you can do this on the deactivation page .	['delete']	NaN	NaN	['the deactivation page']
Accessing , Updating or Removing your Information	NaN	NaN	NaN	NaN
You can access , update or change the information from the account you created	['access','update','change']	NaN	NaN	['the account']
You can request that such information to be corrected or deleted	NaN	NaN	NaN	NaN
You may access and change your personal information by logging in to the Site .	['access','change']	NaN	[log]	['the Site']
NHN makes good faith efforts to enable you to review , update or correct your personal information in NHN 's possession	NaN	NaN	NaN	NaN
In order to do so , please contact our Privacy Policy Administrator at -Email-	NaN	NaN	NaN	NaN
Right of rectification : if the data held is inaccurate , you have the right to have it corrected .	NaN	NaN	NaN	NaN
Right to erasure : you have the right to have your data deleted in certain circumstances .	NaN	NaN	NaN	NaN
We give you transparency into that information , and you can modify or correct it at any time .	NaN	NaN	NaN	NaN
You can access or rectify this data at any time	NaN	NaN	NaN	NaN
Accessing or Rectifying Your Personal Data	NaN	NaN	NaN	NaN
If you have registered an account on Twitter , we provide you with tools and account settings to access , correct , delete , or modify the personal data you provided to us and associated with your account	['access', 'delete', 'modify', 'correct']	NaN	NaN	['tools', 'account settings']
On Periscope , you can request correction , deletion , or modification of your personal data , and download your account information , by following the instructions here .	['download']	['correction','deletion','modification']	['follow']	['the instructions','here']
When you are logged into your Twitter account , you can manage your privacy settings and other account features here at any time .	['manage']	NaN	['log']	['your twitter account']
request the access to and rectification or erasure of personal data processed by the YUMOBI TEKHNOLODZHI , OOO ;	NaN	NaN	NaN	NaN
You can update or terminate your account from within our Services ,	['update','terminate']	NaN	NaN	['our Services']
Access / Update tools in the service : Tools and account settings that help you to access , rectify or delete information that you provided to us and that  s associated with your account directly within the service .	['access','rectify','delete']	NaN	NaN	['tools','account settings ']
If you believe that the information we hold about you is inaccurate or that we are no longer entitled to use it and want to request its rectification , deletion or object to its processing ,	NaN	NaN	NaN	NaN
Members can login to the Service and view/change their personal data through the MY > MY DATA section ; provided , however , their ID ( i.e. , email ) can not be changed .	['change', 'view']	NaN	['log']	['the Service','the MY > MY DATA section']
Article 5 Procedure and method for destroying personal data	NaN	NaN	NaN	NaN
Members can login to the Service and view/change their personal data through the MY > MY DATA section ;	['change', 'view']	NaN	['log']	['the Service','the MY > MY DATA section']
You may have the right to request that we correct information that we have inaccurately stored	NaN	NaN	NaN	NaN
You may also have the right to have incomplete personal data completed , including by means of providing a supplementary statement .	NaN	NaN	NaN	NaN
Right to erasure / right to be forgotten	NaN	NaN	NaN	NaN
You may have the right to request from us to permanently delete your Personal Data .	NaN	NaN	NaN	NaN
You can make such a request if you , for example , believe that the Personal Data are no longer necessary in relation to the purpose for which the Personal Data were collected or otherwise processed .	NaN	NaN	NaN	NaN
If your personal information changes , or if you no longer desire our service , you may correct , update , or delete inaccuracies by making the change within your account settings or by contacting us at -Email- .	['correct','update','delete']	NaN	['contact']	['your account settings','-Email- ']
to correct , delete or restrict ( stop any active ) processing of your personal information	NaN	NaN	NaN	
Additionally , many of our websites and apps allow you to edit your personal information by accessing the my account , my profile , or a similar feature of the app or website you are using	['edit']	NaN	['access']	['the my account','my profile']
Likewise , you can delete files or photos you have stored in our websites and apps by logging in and using the deletion functions that are available .	['delete']	NaN	['log','use']	['the deletion functions']
correct , amend , delete	NaN	NaN	NaN	NaN
The right to access , update or to delete the information we have on you .	NaN	NaN	NaN	NaN
You have the right to have your information rectified if that information is inaccurate or incomplete .	NaN	NaN	NaN	NaN
You have the right to request that we amend any Personal Data we hold that it is inaccurate or misleading .	NaN	NaN	NaN	NaN
You have the right to request the erasure of the Personal Data that relates to you .	NaN	NaN	NaN	NaN
Please note that there may be circumstances in which we are required to retain your data , for example for the establishment , exercise or defense of legal claims ;	NaN	NaN	NaN	NaN
How can I delete my account	NaN	NaN	NaN	NaN
If you want to review , delete , or change the information we have about you , no longer want us to make active use of your information , or have additional questions , please send an email to us at the following address :	['review', 'delete', 'change']	NaN	['send']	['the following address']
You may review , update , correct or delete any personal information by changing the applicable information in your profile page .	['review', 'delete', 'update','correct']	NaN	['change']	['your profile page']
If you would like Neptune 's studio to review , delete , change or not use your information in our system , or have additional questions , please contact Neptune 's studio via submit a ticket via the applicable support channel of the game and we will attempt to accommodate your request if we are not legally obligated to retain such information .	NaN	NaN	NaN	NaN
If you are concerned about the accuracy of personally identifiable information maintained by Camel Games or wish to review , access , amend or correct it , or would like your personally identifiable information removed from Camel Games 's records or otherwise deactivated , please contact us here .	['review', 'amend', 'correct', 'access','deactivated']	NaN	[contact]	["here"]
You have certain rights in respect of your Personal Information , including the right to access , correct , restrict , and request the erasure of your Personal Information , and obtain a copy of it in a machine-readable format .	NaN	NaN	NaN	NaN
You may also request to correct or update any of your personal information held by us , unless you can already do so directly via the Services .	['correct', 'update']	NaN	NaN	['the services']
The processing is unlawful and you oppose the erasure of your personal information and request the restriction of its use instead ;	NaN	NaN	NaN	NaN
All Members may review , update , correct or delete the Personal Information in their registration profile by logging into their account and changing the user preferences associated with their account	['review', 'delete', 'correct', 'update']	NaN	['log','change']	['their account','the user preferences']
information , please contact us directly to delete your account and all the data we collected about you .	NaN	NaN	NaN	NaN
the right to request correction or deletion of said data ;	NaN	NaN	NaN	NaN
Accessing and updating personal information	NaN	NaN	NaN	NaN
You can edit your Personal Data via the  Settings   sections of the Apps .	['edit']	NaN	NaN	['the  Settings   sections ']
You can access and modify Personal Data associated with your Account through the  Settings   or equivalent portions of the Apps	['access', 'modify']	NaN	NaN	['the  Settings',  'equivalent portions']
Modification : You may modify the Personal Data we hold about you at any time via your Account or by contacting us directly .	['modify']	NaN	NaN	['your Account']
In certain situations , for example when the Personal Data we hold about you is no longer relevant or accurate , you can request that we erase your Personal Data	NaN	NaN	NaN	NaN
Correct any information that Dingtone has about you	NaN	NaN	NaN	NaN
Delete information that Dingtone has about you	NaN	NaN	NaN	NaN
As soon as we become aware of any inaccurate information being processed , we will always rectify such Personal Information without undue delay and notify you accordingly .	NaN	NaN	NaN	NaN
If you have created a DoubleUGames account , you can access , change and delete some of the Personal Information provided on your profile by logging into your DoubleUGames account .	['access', 'change', 'delete']	NaN	['log']	['your Doubleugames account']
He may modify such information as his personal data or contact information in the software of Longyuan Network at any time he wants to .	NaN	NaN	NaN	NaN
Profile information is used by Duolingo to be presented back to and edited by you when you access the Service and to be presented to other users	NaN	NaN	NaN	NaN
You can manage your account settings at -URL- to update , amend , and correct your information .	['manage','update','amend','correct']	NaN	NaN	['-url-']
To delete your account with Duolingo by following the instructions available through the Service .	['delete']	NaN	['follow']	['the Service']
You may also may correct , amend , or delete the personal information we hold about you	NaN	NaN	NaN	NaN
( 4 ) allow parents to request that Duolingo change or delete personal data about their children .	NaN	NaN	NaN	NaN
flaregames can , at its own discretion or at the users request , complete , correct or delete any personal data stored by flaregames in relation to the operation of this website or the games app that is incomplete , incorrect or outdated .	NaN	NaN	NaN	NaN
flaregames complies with the statutory requirements and deletes personal data immediately upon being requested to do so by the user , unless prevented from deleting the data by statutory retention obligations .	NaN	NaN	NaN	NaN
12.2 Right to correction	NaN	NaN	NaN	NaN
You have the right to demand the data controller to correct and/or complete any of your personal data that is incorrect or incomplete	NaN	NaN	NaN	NaN
The data controller must correct or complete the data without undue delay .	NaN	NaN	NaN	NaN
You may at any time delete your account .	NaN	NaN	NaN	NaN
You may instruct the data controller to promptly delete your personal data	NaN	NaN	NaN	NaN
Your personal data was collected in relation to services offered by the information society pursuant to Article 8 para	NaN	NaN	NaN	NaN
Right to request information and correction of data	NaN	NaN	NaN	NaN
You also have the right to request rectification , erasure , portability or blocking of any personal data and to object to the processing of personal data .	NaN	NaN	NaN	NaN
You have the right to request that we erase your personal data in certain circumstances	NaN	NaN	NaN	NaN
Normally , this right exists where :	NaN	NaN	NaN	NaN
6 ) Right to rectification	NaN	NaN	NaN	NaN
You have the right to request that we rectify any inaccurate or incomplete personal data that we hold about you	NaN	NaN	NaN	NaN
You also have the right to correct your data , have your data deleted , object how we use or share your data , and restrict how we use or share your data .	NaN	NaN	NaN	NaN
If you are a parent of a child under 13 years of age and you believe your child has provided us with Personal Information , please contact us and we will delete the information from our system .	NaN	NaN	NaN	NaN
Please note that your right to erasure may be limited if the data are necessary for compliance with a legal obligation or for the establishment , exercise or defense of legal claims .	NaN	NaN	NaN	NaN
You may update , correct or delete your website ( game forums ) account information , which includes your username , password , email address and avatar , by logging into your website account and managing your profile .	['update','correct','delete']	NaN	['log','manage']	['your website account','your profile']
In certain cases , you may also have the right to request that we erase data we are processing or to restrict or object to certain of our processing activities .	NaN	NaN	NaN	NaN
If you have given us consent to process personal data , you can withdraw this consent at any time .	NaN	NaN	NaN	NaN
You can request to see data which we have recorded , as well as request to have this data changed or deleted by sending email to -Email- .	['change', 'delete']	NaN	['send']	['-email-']
Obtain confirmation as to whether or not your personal data exists and to be informed of its content and source , verify its accuracy and request its rectification , update or amendment ;	NaN	NaN	NaN	NaN
You have the right to have us delete your personal data in accordance with Article 17 GDPR and Section 35 BDSG .	NaN	NaN	NaN	NaN
You can also request to remove content from specific Google services based on applicable law .	NaN	NaN	NaN	NaN
To delete your information , you can :	NaN	NaN	NaN	NaN
You can delete your account by using the corresponding functionality directly on the service .	['delete']	NaN	['use']	['the service']
Rectify incorrect personal data , or , when certain circumstances apply , to erase it .	NaN	NaN	NaN	NaN
Grab shall have the right to modify , update or amend the terms of this Policy at any time by placing the updated Policy on the Websites .	NaN	NaN	NaN	NaN
You can access or request deletion of your personal information by submitting a request through the Contact Us link within our Applications or directly send us an email to our support team at support ( at ) huuugegames.com	['access']	['deletion']	['submit','send']	['contact us link','support ( at ) huuugegames.com']
You can corrector update your personal information through the settings within our Applications or directly send us an email to our support team at support ( at ) huuugegames.com	['update', 'correct']	NaN	['send']	['the settings', 'support ( at ) huuugegames.com']
Huuuge has a Data Protection Officer ( the DPO ) who is the person at Huuugegroup responsible for all matters related to data protection and privacy matters	NaN	NaN	NaN	NaN
The DPO is the designated contact for data protection issues for both Huuuge Games Sp	NaN	NaN	NaN	NaN
You can reach Huuuges DPO at the following address :	NaN	NaN	NaN	NaN
Accessing , Restricting , and Rectifying Personal Data We Collect About You Through Apps , and Objecting to Our Use of Such Personal Data MoPub collects the minimum amount of personal data about you that is necessary to provide the MoPub Services	NaN	NaN	NaN	NaN
Deletion Unless we have another legal basis for storing your personal data , if you are located in the European Economic Area , the United Kingdom , or Switzerland , we will delete or de-identify the personal data we have stored about you within 30 days of when you withdraw your consent	NaN	NaN	NaN	NaN
Accessing or Rectifying Your Personal Data as a Publisher Partner or Advertising Demand Partner We provide you with account tools to access , correct , or modify personal data you have provided to us in association with your Publisher Partner or Advertising Demand Partner account	['access', 'rectify','modify']	NaN	NaN	['account tools']
If you wish to delete your account , you may do so by logging into the publisher or advertising demand portal on MoPub.com and following the instructions to request account deletion	['delete']	NaN	['log']	['the publisher or advertising demand portal']
If your subsidiary account holder ( s ) would like us to delete their information , they can do so by contacting the primary account holder of their family plan to be removed	['delete']	NaN	['contact']	['the primary account holder']
You may access your personal information to modify or update at any time via an online account , or by emailing -Email-	['access', 'modify', 'update']	NaN	['email']	['an online account','-email-']
Right to rectification and erasure You have the right to have inaccurate personal data rectified , see Article 16 of the GDPR	NaN	NaN	NaN	NaN
Furthermore , you have the right to have your personal data erased where one of the following grounds applies , see Article 17 of the GDPR : the personal data are no longer necessary in relation to the purposes for which they were collected or otherwise processed , if you have withdrawn your consent and there are no other legal grounds for the processing , if you have objected to the processing and there are no overriding legitimate grounds for the processing , the personal data have to be erased for compliance with a legal obligation in Union or Member State law , the personal data have been unlawfully processed or the personal data have been collected in relation to the offer of information society services	NaN	NaN	NaN	NaN
The right to withdraw consent If we have asked for your consent to our processing of your data , you have the right to withdraw your consent at any time , see Article 7 of the GDPR	NaN	NaN	NaN	NaN
If you withdraw your consent , we will cease processing of the data for which you have withdrawn consent , unless we have a legal obligation to keep some or parts of your data	NaN	NaN	NaN	NaN
Please note that if you withdraw your consent , your user license to use the App will cease automatically	NaN	NaN	NaN	NaN
The withdrawal of your consent does not affect the lawfulness of processing based on your consent before its withdrawal	NaN	NaN	NaN	NaN
the right to rectification	NaN	NaN	NaN	NaN
You may request that we correct any inaccurate and/or complete any incomplete personal information	NaN	NaN	NaN	NaN
You may request that we erase your personal information and we will comply , unless there is a lawful reason for not doing so	NaN	NaN	NaN	NaN
If you find the information on your account is not accurate , complete or updated , then please provide Homa with the necessary information to correct it	NaN	NaN	NaN	NaN
You have the right to set instructions regarding the storage , deletion or communication of your personal data after your death	NaN	NaN	NaN	NaN
Your RightsYou have the following rights : The right to request free of charge ( i ) confirmation of whether we process your personal data and ( ii ) access to a copy of the personal data retained ; The right to request proper rectification or removal of your personal data or restriction of the processing of your personal data ; Where processing of your personal data is either based on your consent or necessary for the performance of a contract with you and processing is carried out by automated means , the right to receive the personal data concerning you in a structured , commonly used and machine-readable format or to have your personal data transmitted directly to another company , where technically feasible ( data portability ) ; Where the processing of your personal data is based on your consent , the right to withdraw your consent at any time without impact to data processing activities that have taken place before such withdrawal ; The right not to be subject to any automatic individual decisions , including profiling , which produces legal effects on you or similarly significantly affects you unless we have your consent , this is authorised by Union or Member State law or this is necessary for the performance of a contract ; The right to object to processing if we are processing your personal data on the basis of our legitimate interest unless we can demonstrate compelling legitimate grounds which may override your right	NaN	NaN	NaN	NaN
The user can always request Ironhide to suspend or remove the data	NaN	NaN	NaN	NaN
Additionally , you can disable or delete similar data used by browser add-ons , such as Flash cookies , by changing the add-on 's settings or visiting the Web site of its manufacturer	['disable','delete']	NaN	['change','visit']	['the add-on 's settings','the Web site']
Which Information Can I Access   Amazon.com gives you access to a broad range of information about your account and your interactions with Amazon.com for the limited purpose of viewing and , in certain cases , updating that information	NaN	NaN	NaN	NaN
You can add or update certain information on pages such as those referenced in the Which Information Can I Access   section	NaN	NaN	NaN	NaN
You can contact us directly with requests to correct , erase , restrict , object to , or move your personal information	NaN	NaN	NaN	NaN
We provide you with tools to access and update specific information relating to your use of the Products at any time	NaN	NaN	NaN	NaN
If you need to sign in to access certain Products , you can update and amend your key contact information directly	NaN	NaN	NaN	NaN
You may also have the right under applicable law to request the correction or erasure of your personal information , to seek to object to the further processing under certain circumstances of your information or to request that the processing of specific information about you is restricted while we verify or investigate your concerns about this information	NaN	NaN	NaN	NaN
HOW TO ACCESS AND UPDATE YOUR INFORMATION Information We Receive From an SNS Where You Play Our Games To manage the information Playdemic receives about you from an SNS where you play our games , you will need to follow the instructions at that site for updating your information and changing your privacy settings	NaN	NaN	NaN	NaN
If you wish to review or change the information Playdemic has about you , e-mail Us at the address provided here in	['review', 'change']	NaN	['email']	['the address','here']
You may change your e-mail preferences at any time , by visiting your e-mail preference page	['change']	NaN	['visit']	['your e-mail preference page']
Right to rectification You have the right to rectify or to complete your Personal Information if it is inaccurate or incomplete	NaN	NaN	NaN	NaN
Right to erasure You have the right to request the erasure of your Personal Information	NaN	NaN	NaN	NaN
How to exercise your rights   Right to rectification You can exercise this right by going into the settings of your account where youre able to update your personal information	NaN	['rectification','the right']	NaN	['the settings of your account']
Right to erasure You can exercise this right by going into the settings of your account , in the Profile section , and by clicking on Delete Account	['erasure']	['the right']	['click']	['the settings of your account','the Profile section','the settings','Delete Account']
9.1 Managing Your Information You may access and update some of your information through your Account settings	['access','update']	NaN	NaN	['your account settings']
If you have chosen to connect your TGTG Account to a third-party application , like Facebook or Google , you can change your settings and remove permission for the app by changing your Account settings	['change', 'remove']	NaN	['change']	['your account settings']
9.2 Rectification of Inaccurate or Incomplete Information You have the right to ask us to correct inaccurate or incomplete personal information concerning you and which you can not update yourself within your TGTG Account	NaN	NaN	NaN	NaN
9.4 Data Retention and Erasure We generally retain your personal information for as long as is necessary for the performance of the contract between you and us and to comply with our legal obligations	NaN	NaN	NaN	NaN
If you no longer want us to use your information to provide the TGTG Platform to you , you can request that we erase your personal information and close your TGTG Account	NaN	NaN	NaN	NaN
If you would like us to delete location information we have collected that is identifiable to you , please contact us at the email or postal address listed below	['delete']	NaN	['contact']	['the email or postal address']
Access to and Correction and Deletion of Personal Information If at any time you would like to access , correct , or delete personal information we have collected from you , please contact us at the postal address or via the website link listed below	['correct','access','delete']	NaN	['contact']	['the postal address','the website link']
What are your data protection rights   You have the following rights in respect of the personal information we collect and use about you : If you wish to access , correct , update or request deletion of your personal information , you can do so at any time by contacting us using the contact details provided below	['access','correct','update']	['deletion']	['contact']	['the contact details']
You may request PicsArt to : - provide you with information we collect about you - transfer your information to another controller of your choice , when technically feasible - delete ( please see below for more details on deletion ) - update , edit or modify your information or - change your privacy preferences at any time Your request can be made by emailing us at -Email- or , in some instances you may also do it yourself via the PicsArt Service	NaN	NaN	NaN	NaN
How can I change my personal data   If you believe that you have provided us with personal data that are incorrect or that need to be updated , you may contact us via the Contact Us link in the drawer of the mobile app or the Contact Us page on the website you are using	['update']	NaN	['contact']	['the contact us link','the Contact Us page']
If you request , we will delete or anonymise your personal data so that it no longer identifies you , unless , we are legally allowed or required to maintain certain personal data , including situations such as the following : If there is an unresolved issue relating to your account , such as an outstanding credit on your account or an unresolved claim or dispute we will retain the necessary personal data until the issue is resolved ; Where we are required to retain the personal data for our legal , tax , audit , and accounting obligations , we will retain the necessary personal data for the period required by applicable law ; and/or , Where necessary for our legitimate business interests such as fraud prevention or to maintain the security of our users	NaN	NaN	NaN	NaN
To remove access to your Netflix account from your devices : ( a ) visit the `` Account '' section of our website , choose `` Sign out of all devices , '' and follow the instructions to deactivate your devices ( note , deactivation may not occur immediately ) or ( b ) delete your Netflix settings from your device ( steps vary by device and the option is not available on all devices )	NaN	NaN	NaN	NaN
Your Information and Rights You can request access to your personal information , or correct or update out-of-date or inaccurate personal information we hold about you	NaN	NaN	NaN	NaN
You can most easily do this by visiting the `` Account '' portion of our website , where you have the ability to access and update a broad range of information about your account , including your contact information , your Netflix payment information , and various related information about your account ( such as the content you have viewed and rated )	['access', 'update']	NaN	['visit']	["the `` account '' portion"]
You may also request that we delete personal information that we hold about you	NaN	NaN	NaN	NaN
