	KeyBert	KeyBert_Freq	TextRank_NOUN	TextRank_NOUN_Freq	TextRank_PROPN	TextRank_PROPN_Freq	TextRank_VERB	TextRank_VERB_Freq	SingleRank_NOUN	SingleRank_NOUN_Freq	SingleRank_PROPN	SingleRank_PROPN_Freq	SingleRank_VERB	SingleRank_VERB_Freq	PositionRank_NOUN	PositionRank_NOUN_Freq	PositionRank_PROPN	PositionRank_PROPN_Freq	PositionRank_VERB	PositionRank_VERB_Freq	MultipartiteRank	MultipartiteRank_Freq	Yake_NOUN	Yake_NOUN_Freq	Yake_PROPN	Yake_PROPN_Freq	Yake_VERB	Yake_VERB_Freq	sCAKE_NOUN	sCAKE_NOUN_Freq	sCAKE_PROPN	sCAKE_PROPN_Freq	sCAKE_VERB	sCAKE_VERB_Freq	SGRank_NOUN	SGRank_NOUN_Freq	SGRank_PROPN	SGRank_PROPN_Freq	SGRank_VERB	SGRank_VERB_Freq
87	hold	10	charge	4.0	twitters data protection officer	1.0	add	2.0	charge	4.0	twitters data protection officer	1.0	violate	2.0	charge	4.0	twitters data protection officer	1.0	violate	2.0	respect	7.0	event	5.0	colonnade	2.0	compromise	3.0	collection	4.0	zynga inc.	1.0	follow apply	2.0	event	5.0	webmartgroup	2.0	infringe	2.0
88	ca	10	feedback	4.0	europe	1.0	violate	2.0	feedback	4.0	europe	1.0	infringe	2.0	feedback	4.0	europe	1.0	infringe	2.0	question relate	6.0	site	5.0	canary	2.0	inform	3.0	data processing	4.0	customer support page	1.0	understand	2.0	site	5.0	alexadra	2.0	e	2.0
89	issue	10	abuse	4.0	des petites ecuries c	1.0	infringe	2.0	abuse	4.0	des petites ecuries c	1.0	e	2.0	abuse	4.0	des petites ecuries c	1.0	e	2.0	content	6.0	claim	5.0	wharf	2.0	disable	3.0	app	4.0	street san francisco	1.0	endeavour	2.0	claim	5.0	avenue	2.0	offer	2.0
90	learn	10	file	4.0	rules	1.0	offer	2.0	file	4.0	rules	1.0	offer	2.0	file	4.0	rules	1.0	offer	2.0	basis	6.0	description	5.0	bush	2.0	protect	3.0	question concern	4.0	gdask poland	1.0	file	2.0	description	5.0	nicosia	2.0	investigate	2.0
91	california	10	collection	4.0	relive	1.0	investigate	2.0	collection	4.0	relive	1.0	investigate	2.0	collection	4.0	relive	1.0	investigate	2.0	processing	6.0	respect	5.0	webmartgroup	2.0	add	2.0	marketing purpose	4.0	zacna	1.0	live	2.0	respect	5.0	microsoft	2.0	help	2.0
92	visit	10	problem	4.0	skg	1.0	indicate	2.0	problem	4.0	skg	1.0	indicate	2.0	problem	4.0	skg	1.0	indicate	2.0	hesitate	6.0	telephone	5.0	alexadra	2.0	infringe	2.0	customer service	3.0	street	1.0	transfer	2.0	telephone	5.0	representative	2.0	log	2.0
93	let	10	data processing	4.0	storytel	1.0	log	2.0	data processing	4.0	storytel	1.0	log	2.0	data processing	4.0	storytel	1.0	log	2.0	update	6.0	safeguard	5.0	minimum	2.0	violate	2.0	dpo	3.0	lockhart ro wan chai h.k	1.0	stay	2.0	registration	5.0	-urlor	2.0	erase	2.0
94	list	10	removal	4.0	social club	1.0	erase	2.0	removal	4.0	social club	1.0	erase	2.0	removal	4.0	social club	1.0	erase	2.0	privacy officer	6.0	registration	5.0	nicosia	2.0	offer	2.0	accordance	3.0	rm	1.0	read	2.0	center	5.0	studios	2.0	store	2.0
95	london	10	app	4.0	social point	1.0	store	2.0	app	4.0	social point	1.0	store	2.0	app	4.0	social point	1.0	store	2.0	unsubscribe	6.0	center	5.0	avenue	2.0	help	2.0	feedback	3.0	lockhart	1.0	invoke	2.0	authority	4.0	shield	2.0	seek	2.0
96	center	10	question concern	4.0	internet privacy policy	1.0	permit	2.0	question concern	4.0	internet privacy policy	1.0	open	2.0	question concern	4.0	internet privacy policy	1.0	open	2.0	file	6.0	authority	4.0	-emailand	2.0	investigate	2.0	service support	3.0	dvapps ab	1.0	detail	2.0	owner	4.0	code	2.0	open	2.0
97	submit	9	preference	4.0	internet privacy policy administrator	1.0	open	2.0	preference	4.0	internet privacy policy administrator	1.0	seek	2.0	preference	4.0	internet privacy policy administrator	1.0	permit	2.0	respond	6.0	owner	4.0	microsoft	2.0	log	2.0	e	3.0	dvloper	1.0	assist	2.0	regard	4.0	tx	2.0	permit	2.0
98	dpo	9	marketing purpose	4.0	eprivacy gmbh	1.0	seek	2.0	marketing purpose	4.0	eprivacy gmbh	1.0	permit	2.0	marketing purpose	4.0	eprivacy gmbh	1.0	seek	2.0	need	6.0	dpo	4.0	trustarc	2.0	erase	2.0	instruction	3.0	easybrain ltd	1.0	respect	2.0	unsubscribe	4.0	austin	2.0	arise	2.0
99	limited	9	safeguard	4.0	prof	1.0	arise	2.0	safeguard	4.0	prof	1.0	arise	2.0	safeguard	4.0	prof	1.0	arise	2.0	data protection	5.0	regard	4.0	representative	2.0	store	2.0	reason	3.0	krinou street	1.0	ensure	2.0	charge	4.0	51st	2.0	occur	2.0
100	guardian	9	letter	4.0	tandem	1.0	occur	2.0	letter	4.0	tandem	1.0	occur	2.0	letter	4.0	tandem	1.0	occur	2.0	appoint	5.0	unsubscribe	4.0	-urlor	2.0	seek	2.0	mailing list	3.0	limassol cyprus	1.0	register	2.0	provider	4.0	e	2.0	allow	2.0
101	remove	9	choice	4.0	chengdu sichuan china	1.0	stop	2.0	choice	4.0	tap4fun co. ltd	1.0	stop	2.0	choice	4.0	tap4fun co. ltd	1.0	stop	2.0	regard	5.0	resolution	4.0	studios	2.0	permit	2.0	phone	3.0	oval	1.0	disable	2.0	resolution	4.0	productions	2.0	publish	2.0
102	16	9	customer service	3.0	tap4fun co. ltd	1.0	allow	2.0	customer service	3.0	privacy administrator	1.0	allow	2.0	customer service	3.0	privacy administrator	1.0	allow	2.0	modify	5.0	provider	4.0	shield	2.0	open	2.0	erasure	3.0	stakhanovskaya	1.0	agree	2.0	instruction	4.0	teeth	2.0	understand	2.0
103	refer	9	version	3.0	privacy administrator	1.0	publish	2.0	version	3.0	chengdu sichuan china	1.0	publish	2.0	version	3.0	tianfu	1.0	publish	2.0	review	5.0	charge	4.0	tantan	2.0	arise	2.0	day	3.0	technopark perm	1.0	protect	2.0	help	4.0	rooster	2.0	base	2.0
104	welcome	9	authority	3.0	tianfu	1.0	follow apply	2.0	authority	3.0	tianfu	1.0	follow apply	2.0	authority	3.0	chengdu sichuan china	1.0	follow apply	2.0	order	5.0	instruction	4.0	code	2.0	occur	2.0	removal	3.0	strovolos avenue petousis	1.0	enforce	2.0	abuse	4.0	minsk	2.0	endeavour	2.0
105	message	9	support team	3.0	ted sites	1.0	understand	2.0	support team	3.0	ted sites	1.0	understand	2.0	support team	3.0	ted sites	1.0	understand	2.0	office	5.0	help	4.0	google	2.0	allow	2.0	officer	3.0	strovolos nicosia cyprus	1.0	age	1.0	file	4.0	belarus	2.0	file	2.0
106	opt	9	accordance	3.0	s el camino real suite	1.0	base	2.0	accordance	3.0	s el camino real suite	1.0	base	2.0	accordance	3.0	s el camino real suite	1.0	base	2.0	require	5.0	abuse	4.0	rooster	2.0	publish	2.0	list	3.0	personal data protection	1.0	discontinue receive	1.0	feature	4.0	terms	2.0	live	2.0
107	communication	9	marketing	3.0	tile inc.	1.0	endeavour	2.0	marketing	3.0	tile inc.	1.0	endeavour	2.0	marketing	3.0	tile inc.	1.0	endeavour	2.0	data	5.0	file	4.0	teeth	2.0	understand	2.0	mailing address	3.0	commissioner	1.0	adopt	1.0	letter	4.0	ico	2.0	transfer	2.0
108	term	8	service support	3.0	san mateo	1.0	file	2.0	service support	3.0	san mateo	1.0	file	2.0	service support	3.0	san mateo	1.0	file	2.0	writing	5.0	assistance	4.0	productions	2.0	endeavour	2.0	data practice	3.0	genera games s.l cardenal bueno monreal	1.0	reply	1.0	choice	4.0	commissioners	2.0	stay	2.0
109	directly	8	instruction	3.0	privacy team thomson reuters	1.0	transfer	2.0	instruction	3.0	privacy team thomson reuters	1.0	transfer	2.0	instruction	3.0	privacy team thomson reuters	1.0	transfer	2.0	year	5.0	problem	4.0	tx	2.0	file	2.0	contact	3.0	sevilla spain	1.0	help	1.0	business	4.0	rights	2.0	read	2.0
110	unsubscribe	8	data	3.0	canary wharf london	1.0	stay	2.0	data	3.0	canary wharf london	1.0	stay	2.0	data	3.0	statement	1.0	stay	2.0	enquiry	5.0	feature	4.0	e	2.0	transfer	2.0	web form	3.0	planta	1.0	include delete	1.0	version	3.0	ooo	2.0	invoke	2.0
111	floor	8	reason	3.0	statement	1.0	read	2.0	reason	3.0	statement	1.0	read	2.0	reason	3.0	canary wharf london	1.0	read	2.0	case	5.0	removal	4.0	austin	2.0	stay	2.0	individual	3.0	microsoft chief privacy officer	1.0	join	1.0	dpo	3.0	tekhnolodzhi	2.0	welcome	2.0
112	subject	8	mailing list	3.0	data protection officer thomson reuters	1.0	invoke	2.0	mailing list	3.0	data protection officer thomson reuters	1.0	invoke	2.0	mailing list	3.0	data protection officer thomson reuters	1.0	invoke	2.0	change	5.0	letter	4.0	51st	2.0	read	2.0	preference	3.0	eu data protection officer	1.0	endeavor	1.0	accordance	3.0	yumobi	2.0	detail	2.0
113	game	8	phone	3.0	canary wharf london e14	1.0	apply	2.0	phone	3.0	canary wharf london e14	1.0	apply	2.0	phone	3.0	canary wharf london e14	1.0	apply	2.0	attn	5.0	choice	4.0	belarus	2.0	invoke	2.0	registration number	3.0	eu local representative	1.0	collect process	1.0	member	3.0	market	2.0	assist	2.0
114	collection	8	response	3.0	twitch interactive inc.	1.0	detail	2.0	response	3.0	twitch interactive inc.	1.0	detail	2.0	response	3.0	twitch interactive inc.	1.0	detail	2.0	request regard	5.0	business	4.0	minsk	2.0	detail	2.0	department	3.0	user information policy	1.0	store	1.0	statement	3.0	rue	2.0	respect	2.0
115	consent	8	erasure	3.0	twitch services	1.0	assist	2.0	erasure	3.0	bush street	1.0	assist	2.0	erasure	3.0	twitch services	1.0	assist	2.0	privacy notice	5.0	version	3.0	terms	2.0	assist	2.0	support e	3.0	bank	1.0	restrict	1.0	line	3.0	sas	2.0	search	2.0
116	services	8	day	3.0	bush street	1.0	respect	2.0	day	3.0	twitch services	1.0	respect	2.0	day	3.0	bush street	1.0	respect	2.0	head	5.0	accordance	3.0	topface	2.0	respect	2.0	letter	3.0	icbc	1.0	define	1.0	reason	3.0	itv	2.0	have	2.0
117	detailed	8	assistance	3.0	vertigo games sepapaja	1.0	have	2.0	assistance	3.0	vertigo games sepapaja	1.0	have	2.0	assistance	3.0	vertigo games sepapaja	1.0	have	2.0	violation	5.0	member	3.0	commissioners	2.0	search	2.0	password	3.0	thinking ape entertainment ltd	1.0	possess	1.0	response	3.0	holborn	2.0	ensure	2.0
118	eu	8	privacy officer	3.0	estonia	1.0	ensure	2.0	privacy officer	3.0	tallinn	1.0	ensure	2.0	privacy officer	3.0	tallinn	1.0	ensure	2.0	report	5.0	statement	3.0	rights	2.0	have	2.0	choice	3.0	ny ny	1.0	indicate	1.0	option	3.0	denis	2.0	act	2.0
119	company	8	list	3.0	tallinn	1.0	act	2.0	list	3.0	estonia	1.0	act	2.0	list	3.0	estonia	1.0	act	2.0	site	5.0	reason	3.0	yumobi	2.0	ensure	2.0	help center	3.0	park avenue south	1.0	think	1.0	erasure	3.0	saint	2.0	agree	2.0
120	urlor	8	mailing address	3.0	contextlogic b.v.s	1.0	agree	2.0	mailing address	3.0	contextlogic b.v.s	1.0	agree	2.0	mailing address	3.0	contextlogic b.v.s	1.0	agree	2.0	european union	5.0	line	3.0	tekhnolodzhi	2.0	agree	2.0	privacy notice	3.0	homer	1.0	abide	1.0	breach	3.0	faubourg	2.0	enforce	2.0
121	responsible	7	company	3.0	street san francisco	1.0	enforce	2.0	company	3.0	customer support page	1.0	enforce	2.0	company	3.0	customer support page	1.0	enforce	2.0	description	5.0	building	3.0	ooo	2.0	enforce	2.0	business	3.0	support	1.0	redirect	1.0	day	3.0	tiktok	2.0	govern	1.0
122	relation	7	data practice	3.0	customer support page	1.0	govern	1.0	data practice	3.0	zynga inc.	1.0	govern	1.0	data practice	3.0	zynga inc.	1.0	govern	1.0	ask	5.0	response	3.0	market	2.0	govern	1.0	drawer	3.0	amsterdam	1.0	accommodate	1.0	assistance	3.0	house	2.0	oversee	1.0
123	set	7	contact	3.0	zynga inc.	1.0	oversee	1.0	contact	3.0	street san francisco	1.0	oversee	1.0	contact	3.0	street san francisco	1.0	oversee	1.0	-email-	5.0	agent	3.0	sas	2.0	oversee	1.0	keyword	2.0	letsvpn	1.0	alert	1.0	removal	3.0	floor	2.0	age	1.0
124	content	7	web form	3.0	musixmatch	1.0	age	1.0	web form	3.0	musixmatch	1.0	age	1.0	web form	3.0	musixmatch	1.0	age	1.0	marketing communication	5.0	option	3.0	rue	2.0	age	1.0	contact datum	2.0	level	1.0	realise	1.0	activity	3.0	fireproof	2.0	consider	1.0
125	review	7	individual	3.0	gdask poland	1.0	consider	1.0	individual	3.0	zacna	1.0	consider	1.0	individual	3.0	zacna	1.0	consider	1.0	list	5.0	erasure	3.0	cookie	2.0	consider	1.0	data protection law	2.0	lion??s data protection officer	1.0	issue	1.0	web	3.0	tw8	2.0	choose	1.0
126	require	7	registration number	3.0	street	1.0	choose	1.0	registration number	3.0	street	1.0	choose	1.0	registration number	3.0	street	1.0	choose	1.0	app	5.0	breach	3.0	itv	2.0	choose	1.0	version	2.0	octaaf soudanstraat	1.0	base	1.0	individual	3.0	middlesex	2.0	discontinue	1.0
127	european	7	department	3.0	zacna	1.0	discontinue receive	1.0	department	3.0	gdask poland	1.0	discontinue receive	1.0	department	3.0	gdask poland	1.0	discontinue receive	1.0	question regard privacy	5.0	day	3.0	holborn	2.0	discontinue	1.0	privacy email	2.0	sint	1.0	call	1.0	department	3.0	brentford	2.0	adopt	1.0
128	statement	7	support e	3.0	camsurf	1.0	incur	1.0	support e	3.0	camsurf	1.0	incur	1.0	support e	3.0	camsurf	1.0	incur	1.0	try	5.0	activity	3.0	faubourg	2.0	incur	1.0	contact service page	2.0	denijs	1.0	come	1.0	-emailor	3.0	west	2.0	reply	1.0
129	change	7	password	3.0	bluehole pnix	1.0	adopt	1.0	password	3.0	bluehole pnix	1.0	adopt	1.0	password	3.0	bluehole pnix	1.0	adopt	1.0	issue	5.0	web	3.0	saint	2.0	adopt	1.0	owner contact email	2.0	westrem	1.0	stop collect	1.0	password	3.0	great	2.0	join	1.0
130	attn	7	help center	3.0	state	1.0	reply	1.0	help center	3.0	state	1.0	reply	1.0	help center	3.0	state	1.0	reply	1.0	form	5.0	individual	3.0	denis	2.0	reply	1.0	alternative	2.0	belgium	1.0	play	1.0	safeguard	3.0	t	2.0	represent	1.0
131	soon	7	privacy notice	3.0	lockhart ro wan chai h.k	1.0	help	1.0	privacy notice	3.0	lockhart ro wan chai h.k	1.0	help	1.0	privacy notice	3.0	lockhart ro wan chai h.k	1.0	help	1.0	live	5.0	department	3.0	tiktok	2.0	join	1.0	nature	2.0	california civil code	1.0	forward	1.0	technology	3.0	mortimer	2.0	endeavor	1.0
132	uk	7	business	3.0	rm	1.0	include delete	1.0	business	3.0	lockhart	1.0	include delete	1.0	business	3.0	lockhart	1.0	include delete	1.0	privacy question	4.0	-emailor	3.0	house	2.0	represent	1.0	account information	2.0	outfit7	1.0	prefer	1.0	drawer	3.0	b66	2.0	escalate	1.0
133	minimum	7	drawer	3.0	lockhart	1.0	join	1.0	drawer	3.0	rm	1.0	join	1.0	drawer	3.0	rm	1.0	join	1.0	dpo	4.0	password	3.0	floor	2.0	endeavor	1.0	privacy right	2.0	privacy policy notice	1.0	specify	1.0	keyword	2.0	smethwick	2.0	restrict	1.0
134	need	7	keyword	2.0	clicktouch games	1.0	represent	1.0	keyword	2.0	clicktouch games	1.0	represent	1.0	keyword	2.0	clicktouch games	1.0	represent	1.0	datum use concern	4.0	technology	3.0	england	2.0	escalate	1.0	scope	2.0	uber	1.0	act accord	1.0	nature	2.0	roebuck	2.0	aim	1.0
135	respect	7	contact datum	2.0	dvapps ab	1.0	endeavor	1.0	contact datum	2.0	dvapps ab	1.0	endeavor	1.0	contact datum	2.0	dvapps ab	1.0	endeavor	1.0	charge	4.0	drawer	3.0	fireproof	2.0	restrict	1.0	visitor	2.0	rosh ha ayin industrial zone israel	1.0	mail	1.0	alternative	2.0	co	2.0	quote	1.0
136	app	7	data protection law	2.0	dvloper	1.0	collect process	1.0	data protection law	2.0	dvloper	1.0	collect process	1.0	data protection law	2.0	dvloper	1.0	collect process	1.0	marketing	4.0	keyword	2.0	great	2.0	designate	1.0	support team	2.0	personal	1.0	adhere	1.0	regulation	2.0	drogheda	2.0	s	1.0
137	purpose	7	privacy email	2.0	limassol cyprus	1.0	escalate	1.0	privacy email	2.0	krinou street	1.0	escalate	1.0	privacy email	2.0	krinou street	1.0	escalate	1.0	phone	4.0	entity	2.0	west	2.0	aim	1.0	datum privacy	2.0	microsoft	1.0	help solve	1.0	scope	2.0	lagavooren	2.0	define	1.0
138	department	7	contact service page	2.0	easybrain ltd	1.0	restrict	1.0	contact service page	2.0	easybrain ltd	1.0	restrict	1.0	contact service page	2.0	easybrain ltd	1.0	restrict	1.0	game	4.0	nature	2.0	brentford	2.0	quote	1.0	privacy issue	2.0	limited liability company swag masha	1.0	track	1.0	visitor	2.0	ring	2.0	possess	1.0
139	state	6	owner contact email	2.0	krinou street	1.0	designate	1.0	owner contact email	2.0	limassol cyprus	1.0	designate	1.0	owner contact email	2.0	limassol cyprus	1.0	designate	1.0	netherlands	4.0	alternative	2.0	middlesex	2.0	s	1.0	number	2.0	internatsionalnaya str	1.0	perform	1.0	testimonial	2.0	bull	2.0	indicate	1.0
140	general	6	entity	2.0	oval	1.0	aim	1.0	entity	2.0	oval	1.0	aim	1.0	entity	2.0	oval	1.0	aim	1.0	e-mail address	4.0	regulation	2.0	tw8	2.0	define	1.0	data subject	2.0	republic	1.0	review delete	1.0	profile	2.0	boyne	2.0	abide	1.0
141	team	6	alternative	2.0	technopark perm	1.0	quote	1.0	nature	2.0	technopark perm	1.0	quote	1.0	nature	2.0	technopark perm	1.0	quote	1.0	abuse	4.0	scope	2.0	mcdonald	2.0	possess	1.0	request form	2.0	terms	1.0	browse	1.0	mobile	2.0	governance	2.0	accommodate	1.0
142	basis	6	nature	2.0	stakhanovskaya	1.0	s	1.0	alternative	2.0	stakhanovskaya	1.0	s	1.0	alternative	2.0	stakhanovskaya	1.0	s	1.0	update information	4.0	visitor	2.0	t	2.0	indicate	1.0	statement	2.0	support center	1.0	search	1.0	method	2.0	law	2.0	redirect	1.0
143	emailwith	6	account information	2.0	strovolos nicosia cyprus	1.0	define	1.0	account information	2.0	strovolos avenue petousis	1.0	define	1.0	account information	2.0	strovolos avenue petousis	1.0	define	1.0	collection	4.0	testimonial	2.0	mortimer	2.0	abide	1.0	party information collection	2.0	personal information	1.0	tap	1.0	condition	2.0	grci	2.0	alert	1.0
144	modify	6	privacy right	2.0	strovolos avenue petousis	1.0	possess	1.0	privacy right	2.0	strovolos nicosia cyprus	1.0	possess	1.0	privacy right	2.0	strovolos nicosia cyprus	1.0	possess	1.0	opt	4.0	profile	2.0	roebuck	2.0	redirect	1.0	method	2.0	doubleugames	1.0	scroll	1.0	administrator	2.0	management	2.0	realise	1.0
145	emailif	6	scope	2.0	personal data protection	1.0	abide	1.0	scope	2.0	personal data protection	1.0	abide	1.0	scope	2.0	personal data protection	1.0	abide	1.0	matter	4.0	mobile	2.0	smethwick	2.0	accommodate	1.0	condition	2.0	aurora ave woodstock ga	1.0	report	1.0	building	2.0	head	2.0	issue	1.0
146	hesitate	6	visitor	2.0	commissioner	1.0	redirect	1.0	visitor	2.0	commissioner	1.0	redirect	1.0	visitor	2.0	commissioner	1.0	redirect	1.0	problem	4.0	method	2.0	b66	2.0	alert	1.0	line	2.0	tastypill	1.0	express	1.0	instance	2.0	singapore	1.0	call	1.0
147	preference	6	testimonial	2.0	genera games s.l cardenal bueno monreal	1.0	accommodate	1.0	testimonial	2.0	genera games s.l cardenal bueno monreal	1.0	accommodate	1.0	testimonial	2.0	genera games s.l cardenal bueno monreal	1.0	accommodate	1.0	email display	4.0	condition	2.0	apple	2.0	realise	1.0	administrator	2.0	testfoni	1.0	complain	1.0	device	2.0	suntec	1.0	come	1.0
148	feedback	6	datum privacy	2.0	sevilla spain	1.0	alert	1.0	datum privacy	2.0	sevilla spain	1.0	alert	1.0	datum privacy	2.0	sevilla spain	1.0	alert	1.0	gdpr	4.0	administrator	2.0	co	2.0	issue	1.0	instance	2.0	topface	1.0	deactivate	1.0	representative	2.0	temasek	1.0	-emailuse	1.0
149	online	6	privacy issue	2.0	planta	1.0	realise	1.0	privacy issue	2.0	planta	1.0	realise	1.0	privacy issue	2.0	planta	1.0	realise	1.0	cookie	4.0	instance	2.0	drogheda	2.0	call	1.0	device	2.0	nicosia cyprus	1.0	retain	1.0	rectification	2.0	jagex	1.0	play	1.0
150	help	6	number	2.0	microsoft chief privacy officer	1.0	issue	1.0	number	2.0	eu data protection officer	1.0	issue	1.0	number	2.0	microsoft chief privacy officer	1.0	issue	1.0	opt-out	4.0	device	2.0	head	2.0	come	1.0	question comment complaint	2.0	boubolina	1.0	reflect	1.0	clarification	2.0	lingodeer	1.0	forward	1.0
151	year	6	controller	2.0	eu data protection officer	1.0	call	1.0	controller	2.0	microsoft chief privacy officer	1.0	call	1.0	controller	2.0	eu data protection officer	1.0	call	1.0	marketing purpose	4.0	representative	2.0	management	2.0	-emailuse	1.0	clarification	2.0	information commissioners	1.0	locate	1.0	accident	2.0	countriemay	1.0	prefer	1.0
152	enquiry	6	data subject	2.0	eu local representative	1.0	come	1.0	data subject	2.0	eu local representative	1.0	come	1.0	data subject	2.0	eu local representative	1.0	come	1.0	safeguard	4.0	rectification	2.0	grci	2.0	play	1.0	support service	2.0	sunnyvale	1.0	cancel	1.0	topic	2.0	designated	1.0	specify	1.0
153	possible	6	request form	2.0	user information policy	1.0	-emailuse	1.0	request form	2.0	user information policy	1.0	-emailuse	1.0	request form	2.0	user information policy	1.0	-emailuse	1.0	united states	4.0	clarification	2.0	law	2.0	forward	1.0	datum breach	2.0	california privacy rights	1.0	select	1.0	identity	2.0	regulation	1.0	accord	1.0
154	mailing	6	statement	2.0	icbc	1.0	stop collect	1.0	statement	2.0	bank	1.0	stop collect	1.0	statement	2.0	bank	1.0	stop collect	1.0	privacy statement	4.0	topic	2.0	governance	2.0	prefer	1.0	topic	2.0	privacy tubi inc	1.0	identify	1.0	addition	2.0	general	1.0	hear	1.0
155	violation	6	party information collection	2.0	bank	1.0	play	1.0	party information collection	2.0	icbc	1.0	play	1.0	party information collection	2.0	icbc	1.0	play	1.0	support center	4.0	accident	2.0	boyne	2.0	specify	1.0	accident	2.0	montgomery street	1.0	welcome	1.0	body	2.0	clara	1.0	love	1.0
156	site	6	method	2.0	thinking ape entertainment ltd	1.0	forward	1.0	method	2.0	thinking ape entertainment ltd	1.0	forward	1.0	method	2.0	thinking ape entertainment ltd	1.0	forward	1.0	letter	4.0	identity	2.0	bull	2.0	accord	1.0	support form	2.0	twitter inc	1.0	process base	1.0	explanation	2.0	santa	1.0	adhere	1.0
157	file	6	condition	2.0	planb labs	1.0	prefer	1.0	condition	2.0	planb labs	1.0	prefer	1.0	condition	2.0	planb labs	1.0	prefer	1.0	-emailwe	4.0	addition	2.0	ring	2.0	love	1.0	assistance	2.0	twitter	1.0	involve	1.0	channel	2.0	circle	1.0	track	1.0
158	llc	6	line	2.0	park avenue south	1.0	specify	1.0	line	2.0	park avenue south	1.0	specify	1.0	line	2.0	park avenue south	1.0	specify	1.0	platform	4.0	body	2.0	lagavooren	2.0	hear	1.0	identity	2.0	site applications	1.0	instal	1.0	client	2.0	freedom	1.0	solve	1.0
159	respond	6	administrator	2.0	ny ny	1.0	act accord	1.0	administrator	2.0	ny ny	1.0	act accord	1.0	administrator	2.0	ny ny	1.0	act accord	1.0	privacy center	4.0	explanation	2.0	temasek	1.0	adhere	1.0	datum processing	2.0	services	1.0	conduct	1.0	telemarketing	2.0	metro	1.0	perform	1.0
160	ask	6	building	2.0	homer	1.0	love hear	1.0	building	2.0	homer	1.0	love hear	1.0	building	2.0	homer	1.0	love hear	1.0	contact email	3.0	client	2.0	suntec	1.0	track	1.0	addition	2.0	google play /apple app store	1.0	-emailmake	1.0	satisfaction	2.0	twitters	1.0	browse	1.0
161	obtain	6	instance	2.0	amsterdam	1.0	adhere	1.0	instance	2.0	support	1.0	adhere	1.0	instance	2.0	support	1.0	adhere	1.0	notify	3.0	channel	2.0	singapore	1.0	solve	1.0	body	2.0	ellation inc.	1.0	act	1.0	-urlfor	2.0	ecuries	1.0	tap	1.0
162	cookie	6	device	2.0	support	1.0	help solve	1.0	device	2.0	amsterdam	1.0	track	1.0	device	2.0	amsterdam	1.0	track	1.0	customer service	3.0	telemarketing	2.0	jagex	1.0	fill	1.0	explanation	2.0	market st	1.0	search hit enter	1.0	acknowledgment	2.0	petites	1.0	scroll	1.0
163	registered	6	question comment complaint	2.0	letsvpn	1.0	track	1.0	question comment complaint	2.0	letsvpn	1.0	help solve	1.0	question comment complaint	2.0	letsvpn	1.0	help solve	1.0	version	3.0	acknowledgment	2.0	lingodeer	1.0	perform	1.0	app support feature	2.0	rue pierre picard	1.0	esc	1.0	disclosure	2.0	des	1.0	discuss	1.0
164	appoint	5	agent	2.0	game	1.0	fill	1.0	agent	2.0	game	1.0	fill	1.0	agent	2.0	game	1.0	fill	1.0	authority	3.0	satisfaction	2.0	designated	1.0	browse	1.0	company	2.0	dashlane sas	1.0	close	1.0	passport	2.0	club	1.0	express	1.0
165	order	5	representative	2.0	level	1.0	perform	1.0	representative	2.0	level	1.0	perform	1.0	representative	2.0	level	1.0	perform	1.0	privacy policy include	3.0	-urlfor	2.0	countriemay	1.0	tap	1.0	processing activity	2.0	duolingo	1.0	entitle	1.0	misuse	2.0	point	1.0	complain	1.0
166	link	5	clarification	2.0	lima sky	1.0	review delete	1.0	clarification	2.0	lima sky	1.0	review delete	1.0	clarification	2.0	lima sky	1.0	review delete	1.0	note	3.0	disclosure	2.0	general	1.0	scroll	1.0	privacy officer	2.0	data protection	1.0	recommend	1.0	measure	2.0	prof	1.0	retain	1.0
167	dispute	5	support service	2.0	lion studios	1.0	browse	1.0	support service	2.0	lion studios	1.0	browse	1.0	support service	2.0	lion studios	1.0	browse	1.0	suggestion regard	3.0	passport	2.0	regulation	1.0	discuss	1.0	support page	2.0	stockholm sweden	1.0	have	1.0	problem	2.0	gmbh	1.0	deactivate	1.0
168	phone	5	datum breach	2.0	lion??s data protection officer	1.0	scroll	1.0	datum breach	2.0	lion??s data protection officer	1.0	search	1.0	datum breach	2.0	lion??s data protection officer	1.0	search	1.0	account information	3.0	misuse	2.0	freedom	1.0	express	1.0	customer service channel	2.0	brunnsgatan	1.0	2019welcome	1.0	update	2.0	eprivacy	1.0	here	1.0
169	mobile	5	accident	2.0	musescore	1.0	search	1.0	topic	2.0	musescore	1.0	scroll	1.0	topic	2.0	musescore	1.0	tap	1.0	think	3.0	system	2.0	circle	1.0	complain	1.0	client	2.0	gametion technologies pvt ltd	1.0	click	1.0	notification	2.0	china	1.0	reflect	1.0
170	locate	5	topic	2.0	octaaf soudanstraat	1.0	tap	1.0	accident	2.0	octaaf soudanstraat	1.0	tap	1.0	accident	2.0	octaaf soudanstraat	1.0	scroll	1.0	work	3.0	measure	2.0	santa	1.0	deactivate	1.0	marketing	2.0	eea	1.0	create	1.0	agent	2.0	sichuan	1.0	select	1.0
